gene_id,c1,c2,c3,cd1,cd2,cu1,cu2
NIS_RS10240,0,0,0,0,0,0,0
NIS_RS10290,0,0,0,0,0,0,0
NIS_RS10220,0,0,0,0,0,0,0
NIS_RS10295,0,0,0,0,0,0,0
NIS_RS00005,2266,847,2661,1038,876,1316,777
NIS_RS00010,5686,1799,4185,1503,1372,2642,1300
NIS_RS00015,13185,4520,9802,4492,3439,11633,5309
NIS_RS00020,3002,631,1275,694,613,1462,305
NIS_RS00025,1073,327,963,339,262,676,267
NIS_RS00030,1932,530,1136,340,313,2267,1062
NIS_RS00035,885,231,441,169,180,655,229
NIS_RS00040,155,34,91,17,18,58,59
NIS_RS00045,3229,1024,1863,1408,1074,1897,877
NIS_RS00050,1161,578,1161,658,482,410,214
NIS_RS00055,12314,2541,5709,1444,1243,3639,1567
NIS_RS00060,6853,1411,3084,655,518,3016,898
NIS_RS00065,4266,4757,6674,4739,3776,12125,4039
NIS_RS00070,1814,2826,3077,2235,1969,4727,1931
NIS_RS00075,2235,2805,3923,2239,1731,4859,1579
NIS_RS00080,2643,3346,5517,4287,3602,10286,1773
NIS_RS00085,8753,13578,18673,19860,15644,17041,4292
NIS_RS00090,3284,1458,2978,1514,1174,718,255
NIS_RS00095,788,132,405,22,24,145,109
NIS_RS00100,1424,303,924,129,79,354,224
NIS_RS00105,5151,1662,5169,1755,1356,1403,1150
NIS_RS00110,9558,10597,24496,8767,6344,40027,23153
NIS_RS00115,4483,4298,10053,2788,2148,47231,11924
NIS_RS00120,2823,4405,6872,680,555,55950,9501
NIS_RS00125,253,151,181,72,55,1046,309
NIS_RS00130,155,285,356,54,71,257,206
NIS_RS00135,357,662,986,117,94,802,738
NIS_RS00140,650,290,536,435,304,2904,348
NIS_RS00145,1105,473,1305,1895,1478,5965,1888
NIS_RS00150,452,249,1016,986,867,2229,1079
NIS_RS00155,788,495,2246,2074,1720,3357,1785
NIS_RS00160,888,508,2620,4076,3201,1953,2234
NIS_RS00165,920,363,1526,2349,1748,1486,474
NIS_RS00170,3977,735,1699,972,817,2723,6218
NIS_RS00175,745,133,262,208,114,593,1161
NIS_RS00180,392,81,117,60,55,382,802
NIS_RS00185,312,48,77,53,32,222,315
NIS_RS00190,474,132,154,128,76,327,431
NIS_RS00195,1386,500,1242,307,259,489,243
NIS_RS00200,2826,854,3053,616,456,830,460
NIS_RS00205,3548,804,2709,450,308,1581,481
NIS_RS00210,2004,798,2116,905,572,869,365
NIS_RS00215,583,184,497,195,126,820,498
NIS_RS00220,257,135,279,104,72,555,326
NIS_RS00225,34813,10141,29701,4702,4123,30639,11786
NIS_RS00230,7421,2831,8559,1698,1235,3985,1403
NIS_RS00235,705,95,283,52,31,423,282
NIS_RS00240,1823,388,1000,241,157,1903,1120
NIS_RS00245,6475,2434,6802,2234,1984,8442,6142
NIS_RS00250,750,226,548,276,177,246,101
NIS_RS00255,2960,851,1805,544,449,2339,1721
NIS_RS00260,16473,5331,12713,2979,2631,23601,24556
NIS_RS00265,519,188,209,50,33,770,393
NIS_RS00270,613,161,233,69,39,673,382
NIS_RS00275,1466,636,774,388,307,1276,779
NIS_RS00280,8897,4248,6200,1505,1048,17666,8530
NIS_RS00285,16915,7110,19070,7105,5864,24708,12383
NIS_RS00290,508,140,415,187,163,259,108
NIS_RS00295,1320,332,523,159,144,1524,644
NIS_RS00300,1711,513,830,424,314,2468,1183
NIS_RS00305,792,299,676,264,291,1911,933
NIS_RS00310,1357,344,1036,675,537,1737,882
NIS_RS00315,939,316,673,403,305,343,183
NIS_RS00320,17307,7944,12198,12399,11407,8824,6840
NIS_RS00325,7412,3439,6888,3800,3006,23804,14445
NIS_RS00330,2082,895,1279,822,630,7709,3121
NIS_RS00335,1371,579,859,481,417,4026,1550
NIS_RS00340,3869,1592,3050,1413,1281,5636,1894
NIS_RS00345,2309,1145,2074,647,706,8218,3740
NIS_RS00350,6076,3134,6914,11174,8835,19144,4503
NIS_RS00355,5044,2196,6336,1098,1086,2653,813
NIS_RS00360,1148,377,897,338,219,905,444
NIS_RS00365,961,321,930,283,236,746,473
NIS_RS00370,4289,2310,4224,1776,1567,2165,2020
NIS_RS00375,532,200,435,143,124,366,208
NIS_RS00380,5104,1186,3785,2516,2222,8594,3069
NIS_RS00385,6309,1668,3654,1879,1761,12497,5683
NIS_RS00390,3949,999,1630,797,722,8159,4214
NIS_RS00395,8639,1782,2447,997,868,12179,5699
NIS_RS00400,1800,511,593,282,195,1549,703
NIS_RS00405,1839,282,369,101,67,1509,460
NIS_RS00410,759,108,154,34,17,325,93
NIS_RS00415,503,57,90,25,18,376,234
NIS_RS00420,405,38,39,22,30,339,125
NIS_RS00425,573,101,104,27,26,617,280
NIS_RS00430,531,90,131,39,34,489,145
NIS_RS00435,231,28,77,19,14,201,54
NIS_RS00440,208,19,57,25,9,60,31
NIS_RS00445,781,110,170,80,40,256,93
NIS_RS09895,758,122,198,76,101,662,332
NIS_RS00460,162,24,33,25,7,87,54
NIS_RS00465,213,33,54,60,32,109,33
NIS_RS00470,935,254,703,337,270,883,353
NIS_RS00475,245,106,161,73,55,210,103
NIS_RS00480,1132,264,470,147,94,852,300
NIS_RS00485,384,93,141,33,28,137,65
NIS_RS00490,242,68,60,25,35,183,91
NIS_RS00495,1033,254,346,128,90,1037,335
NIS_RS00500,1433,624,1225,572,511,524,205
NIS_RS00505,712,158,399,160,137,778,182
NIS_RS00510,1051,329,698,381,382,1264,389
NIS_RS00515,8168,3766,6866,4008,3350,9901,5524
NIS_RS00520,1193,564,1127,771,544,635,287
NIS_RS00525,11944,5529,19976,5342,3953,17636,5084
NIS_RS00530,5371,2160,7220,1410,1144,11051,2286
NIS_RS00535,6715,2642,6177,2541,1889,12848,4040
NIS_RS00540,10539,4110,9077,4596,3498,18948,8134
NIS_RS00545,7791,1395,6661,1553,1412,6341,3643
NIS_RS00550,20442,4893,16717,10483,8361,9951,7777
NIS_RS00555,3983,1381,3316,2400,1687,4524,2510
NIS_RS00560,766,181,508,258,198,491,121
NIS_RS00565,18,3,12,7,5,4,1
NIS_RS00570,18091,5069,17394,4634,3989,9175,4761
NIS_RS00575,5711,1841,4417,1086,960,5810,1883
NIS_RS00580,14348,4038,14115,3651,3452,10945,7309
NIS_RS00585,27887,7295,26469,6287,5360,20425,11918
NIS_RS00590,2102,312,734,259,201,762,323
NIS_RS00595,3877,318,561,122,135,704,321
NIS_RS10170,4837,242,374,57,50,519,491
NIS_RS00605,17691,1279,3001,359,234,2105,2382
NIS_RS00610,16352,1439,2883,267,330,670,919
NIS_RS00615,5249,683,1172,355,236,804,371
NIS_RS00620,42604,6104,10847,2663,2297,4296,1935
NIS_RS00625,17691,17767,39207,26186,22397,22784,6951
NIS_RS00630,25487,10269,21127,5328,4897,17507,8782
NIS_RS00635,5620,3347,4066,1417,1015,3402,1810
NIS_RS00640,2590,1008,1728,560,407,4002,1191
NIS_RS00645,1500,834,1104,606,438,3790,1165
NIS_RS00650,5367,941,1214,438,322,2986,1879
NIS_RS00655,849,378,532,304,262,1729,608
NIS_RS00660,6304,3205,6090,4454,3488,9256,4880
NIS_RS00665,4191,1291,3661,2390,1285,341,661
NIS_RS00670,6727,2538,7453,4324,2740,541,863
NIS_RS00675,2447,1347,3413,2159,1605,251,340
NIS_RS00680,1634,995,2436,1502,1196,203,253
NIS_RS00685,144,42,110,135,99,7,17
NIS_RS10125,1037,141,590,918,791,526,240
NIS_RS00690,3091,735,2203,2525,2282,3415,1247
NIS_RS00695,2409,694,1301,328,308,2886,1433
NIS_RS00700,930,269,524,175,119,1346,709
NIS_RS00705,3833,1383,3330,1181,982,4945,2800
NIS_RS00710,443,146,384,93,83,263,104
NIS_RS00715,1174,318,1032,374,321,979,365
NIS_RS00720,3058,1189,1772,1022,789,2185,1527
NIS_RS00725,3257,1635,6191,972,782,14566,7470
NIS_RS09900,2020,574,1288,522,548,7714,1041
NIS_RS09905,1821,570,1094,412,339,1546,365
NIS_RS00740,50,10,26,12,18,32,14
NIS_RS00745,4943,1075,3204,2306,1861,1562,945
NIS_RS00750,9420,2580,6993,4730,4355,3254,2192
NIS_RS00755,1727,784,1812,887,697,594,292
NIS_RS00760,1705,768,1472,1011,863,395,335
NIS_RS00765,4551,2408,4935,2435,2022,11841,7748
NIS_RS00770,1693,555,1511,628,482,3130,1884
NIS_RS00775,883,900,1876,817,675,722,415
NIS_RS00780,2292,1406,2354,934,765,8893,7453
NIS_RS00785,578,317,487,117,84,2566,1419
NIS_RS00790,264,199,194,63,44,1148,544
NIS_RS00795,1641,967,1242,399,216,7691,4652
NIS_RS00800,352,228,264,81,58,1445,1176
NIS_RS00805,2414,1277,1702,451,346,7234,3744
NIS_RS00810,1999,739,840,205,160,3755,1419
NIS_RS00815,7048,1704,3388,2513,1450,1040,415
NIS_RS00820,9473,12610,15953,17383,15385,11315,3623
NIS_RS00825,1016,561,889,1091,901,1815,258
NIS_RS09910,1063,446,876,763,590,1747,483
NIS_RS00835,621,300,549,276,184,1046,260
NIS_RS00840,1861,486,1464,405,327,549,525
NIS_RS00845,8183,4090,8580,4006,3186,11912,8085
NIS_RS00850,1837,738,1307,393,333,3734,2083
NIS_RS00855,11395,5602,10769,3359,2518,28493,24094
NIS_RS00865,4375,2075,7360,1429,1043,5393,849
NIS_RS00870,6939,5698,15929,5390,4253,6258,1712
NIS_RS00875,2634,494,1398,614,426,820,350
NIS_RS00880,2386,794,2290,1133,944,1693,1037
NIS_RS00885,16641,3863,14543,7365,5412,28070,19408
NIS_RS00890,4673,1307,3288,1666,1507,9357,5843
NIS_RS00895,3721,1023,2042,1192,871,10299,6821
NIS_RS00900,2474,551,1012,862,652,8790,4236
NIS_RS00905,2343,648,1988,687,671,2673,2026
NIS_RS00910,5373,2579,7809,2332,1687,6199,4921
NIS_RS00915,5564,2251,4327,938,746,9212,5193
NIS_RS00920,1785,711,1206,207,141,3281,1277
NIS_RS00925,2149,1083,2113,742,581,1222,434
NIS_RS00930,711,259,381,193,161,178,52
NIS_RS00935,9739,5303,14216,5384,4414,15391,8709
NIS_RS00940,5494,2244,5293,2127,1799,5756,1263
NIS_RS00945,7261,1622,3907,3379,2972,4412,1918
NIS_RS00950,2387,820,2741,881,694,1428,742
NIS_RS00955,412,172,321,95,102,119,97
NIS_RS09915,201,66,82,15,19,13,13
NIS_RS00965,1335,524,1231,437,431,393,137
NIS_RS00970,337,180,352,152,182,89,39
NIS_RS00975,268,88,118,50,66,125,78
NIS_RS00980,106,81,70,32,40,43,24
NIS_RS00985,750,297,646,266,222,303,133
NIS_RS00990,146,38,52,24,7,42,44
NIS_RS00995,165,42,61,25,18,61,48
NIS_RS01000,489,75,125,49,18,149,64
NIS_RS01005,1195,267,385,73,46,282,237
NIS_RS01010,1333,359,498,120,65,249,175
NIS_RS01015,1458,579,827,245,154,415,266
NIS_RS01020,3005,1354,2399,1607,1277,1952,544
NIS_RS01025,2273,812,1545,706,535,2640,1349
NIS_RS01030,603,118,158,43,69,322,123
NIS_RS09920,4360,1023,1602,1468,1249,2261,1415
NIS_RS01040,3414,943,1756,1258,1212,1149,1382
NIS_RS01045,2533,665,1822,882,837,1090,401
NIS_RS10175,2,7,1,14,7,7,5
NIS_RS01055,1047,621,923,1122,952,138,204
NIS_RS01060,4853,2390,4206,3661,3121,458,700
NIS_RS01065,5683,2963,5506,4391,3516,497,804
NIS_RS01070,3396,1920,3502,2793,2253,576,627
NIS_RS01075,2219,1225,2143,1884,1561,532,440
NIS_RS01080,1909,595,1431,957,717,1134,498
NIS_RS01085,470,97,175,91,62,215,102
NIS_RS01090,686,218,606,149,94,532,289
NIS_RS01095,540,249,579,237,190,214,107
NIS_RS01100,325,110,197,38,41,67,64
NIS_RS01105,694,339,1034,350,337,266,152
NIS_RS01110,1398,504,1208,490,504,632,217
NIS_RS01115,2336,784,2155,702,637,1341,491
NIS_RS01120,3420,1232,3497,1371,1308,1851,914
NIS_RS01125,4275,2634,4607,2202,1911,2883,1322
NIS_RS01130,750,250,549,117,179,204,124
NIS_RS01135,2334,509,1995,794,627,1146,760
NIS_RS01140,2455,3993,4848,6013,5919,2027,434
NIS_RS01145,2653,1026,2285,1645,1570,1423,701
NIS_RS01150,165,47,78,154,95,58,20
NIS_RS01155,750,116,540,187,69,429,216
NIS_RS01160,4105,1101,4438,1163,866,3833,2128
NIS_RS01165,2568,1046,3167,710,602,1729,754
NIS_RS01170,2005,738,2021,948,807,1382,508
NIS_RS01175,530,159,569,157,147,356,149
NIS_RS01180,3003,1008,2875,1284,1095,1380,657
NIS_RS01185,3115,1094,2066,716,665,3168,1805
NIS_RS01190,3294,1526,1695,1467,1147,1338,1021
NIS_RS01195,2883,1329,2016,1191,959,2525,1321
NIS_RS01200,483,359,794,384,184,617,197
NIS_RS01205,2103,1480,2856,2237,1618,241,247
NIS_RS01210,1439,975,1759,1343,810,234,127
NIS_RS01215,598,214,550,323,285,84,91
NIS_RS01220,9643,2740,10231,4679,3728,9749,5578
NIS_RS01225,11354,2838,12551,3311,2637,18912,11172
NIS_RS01230,8921,2251,8184,2171,1590,29573,20168
NIS_RS01235,2674,654,1910,693,481,10312,6705
NIS_RS01240,9828,2088,5090,1925,1520,38656,24764
NIS_RS01245,3217,656,1247,674,524,12323,8129
NIS_RS01250,4263,801,1412,811,733,13188,6556
NIS_RS01255,11638,1958,3268,1816,1541,32187,14520
NIS_RS01260,10541,1989,3132,1852,1651,27857,17727
NIS_RS01265,4108,772,1194,654,471,8692,5856
NIS_RS01270,6206,1129,1575,892,739,12416,6804
NIS_RS01275,9294,1772,2345,1554,1205,15743,11273
NIS_RS01280,5524,1121,1357,740,625,9022,5220
NIS_RS01285,13211,2359,3278,1928,1691,24072,11148
NIS_RS01290,4728,839,1203,691,681,9111,5920
NIS_RS01295,8541,1421,2102,1342,944,13209,7628
NIS_RS01300,11817,2068,2840,1863,1516,21688,12817
NIS_RS01305,7250,1077,1597,819,607,11068,5090
NIS_RS01310,7906,1451,1856,1129,911,10916,6207
NIS_RS01315,8303,1987,2474,1740,1440,18194,10543
NIS_RS01320,5647,1342,1738,599,466,7897,3151
NIS_RS01325,2662,505,732,209,176,3369,1445
NIS_RS01330,869,163,172,60,61,501,213
NIS_RS01335,6812,2118,5749,4216,3440,2791,2143
NIS_RS01340,17326,5685,15913,8990,7206,8363,7644
NIS_RS01345,15638,4217,11376,5492,4288,10617,7457
NIS_RS01350,32143,10200,21993,13453,10276,35378,26925
NIS_RS01355,48243,15440,29751,22899,18563,43213,20327
NIS_RS01360,22676,8794,12958,13576,11915,24446,15241
NIS_RS01365,10578,4538,12358,5229,4590,6493,4844
NIS_RS01370,9322,3458,10289,3362,2764,6424,2606
NIS_RS01375,8992,2691,8690,2272,1738,10753,4159
NIS_RS01380,14076,9758,24685,9584,8506,19630,15529
NIS_RS01385,7384,4527,12757,4094,3629,10039,3867
NIS_RS01390,3727,1986,5799,1634,1246,6190,1202
NIS_RS01395,5304,2615,7840,1336,1114,11547,2163
NIS_RS01400,6673,3773,7404,609,504,13238,5729
NIS_RS01405,222,107,149,25,16,499,101
NIS_RS01410,3758,2635,5449,4617,2908,850,565
NIS_RS01415,8728,5804,11625,9896,6957,1744,1457
NIS_RS01420,7305,4589,9215,7587,5628,1258,1428
NIS_RS01425,3006,709,1441,1142,988,1682,1253
NIS_RS01430,171091,32021,83614,49796,39941,203532,154993
NIS_RS01435,16670,2507,6719,5104,4366,21104,11279
NIS_RS01440,1211,240,925,230,198,541,200
NIS_RS01445,3834,730,2446,776,712,2568,1154
NIS_RS01450,9680,1937,5639,2912,2237,10236,3975
NIS_RS01455,5386,1369,2842,1568,1155,10110,5664
NIS_RS01460,10883,2395,4305,3265,2545,30901,15995
NIS_RS01465,37342,4665,7015,9781,8634,53555,47647
NIS_RS01470,29781,3502,4989,8432,7037,36256,19615
NIS_RS01475,51553,15268,40515,24854,21416,56696,34226
NIS_RS01480,25322,8168,10755,5495,3798,36575,24109
NIS_RS01485,22888,7107,21452,13376,10539,19249,20311
NIS_RS01490,23080,5391,16308,12022,9682,21676,14141
NIS_RS01495,68524,15044,28679,18764,15388,67179,50548
NIS_RS10130,2373,549,1041,485,422,2583,1423
NIS_RS01500,39,7,15,6,6,87,34
NIS_RS01505,5582,3413,5876,4387,3728,5498,1921
NIS_RS01510,2792,1534,2523,1716,1240,1305,410
NIS_RS01515,5256,2300,4267,2509,1875,3183,1014
NIS_RS01520,4565,2601,4012,815,580,1017,397
NIS_RS01525,8328,6116,11034,5351,4667,5394,2719
NIS_RS01530,26519,5344,15197,7829,7780,53594,31972
NIS_RS01535,6049,2164,5099,2419,2154,9093,6057
NIS_RS01540,309,132,260,173,123,565,218
NIS_RS01545,1107,274,870,385,284,2417,905
NIS_RS01550,915,327,499,159,164,1249,386
NIS_RS01555,4542,1928,3985,698,633,1788,937
NIS_RS01560,2472,1392,2872,1705,1527,493,274
NIS_RS01565,454,150,361,293,243,178,96
NIS_RS01570,1955,634,2347,499,562,2177,853
NIS_RS01575,4821,1307,4030,1021,919,6033,2026
NIS_RS01580,8268,3529,8961,2136,1698,3519,3075
NIS_RS01585,8858,3164,7340,1800,1380,9483,6432
NIS_RS01590,11660,3750,7441,1877,1488,14428,8252
NIS_RS01595,18512,5359,8459,2748,2094,23847,12300
NIS_RS01600,3434,854,1208,392,351,3804,1717
NIS_RS01605,16778,4700,5524,1716,1420,10837,5214
NIS_RS01610,13596,2924,3706,872,721,8790,4982
NIS_RS01615,15699,3239,5030,760,656,7128,4114
NIS_RS01620,9317,2560,4001,1228,1047,4536,2453
NIS_RS01625,5933,1535,2296,478,378,3248,1358
NIS_RS01630,5048,1149,1749,423,349,2514,980
NIS_RS01635,2757,682,1033,223,226,1551,960
NIS_RS01640,14454,3779,5451,856,739,7436,3677
NIS_RS01645,13138,2776,3809,451,345,3243,1372
NIS_RS01650,22400,4841,5445,1166,916,5834,3455
NIS_RS01655,2882,1198,2941,1365,1120,1434,604
NIS_RS01660,2765,883,2480,1201,842,1322,599
NIS_RS01665,450,259,314,395,370,82,38
NIS_RS01670,1541,684,901,1020,1042,296,174
NIS_RS01675,187,36,98,31,33,25,35
NIS_RS01680,1552,426,1141,536,402,309,184
NIS_RS01690,2008,115,528,163,109,351,234
NIS_RS01695,2373,151,696,215,180,479,228
NIS_RS01700,195,56,70,167,128,43,18
NIS_RS01705,623,191,374,45,83,308,183
NIS_RS01710,1286,598,1273,706,640,799,447
NIS_RS01715,2087,813,1653,1165,970,3389,1400
NIS_RS01720,16467,7271,12580,9067,7414,7773,5252
NIS_RS01725,19111,7189,16779,9718,7402,18785,11329
NIS_RS01730,4779,1790,3910,1052,776,7266,4127
NIS_RS01735,4319,1716,3380,2378,1772,2261,1018
NIS_RS01740,6658,1770,6194,1863,1435,6614,2870
NIS_RS01745,8564,3402,8979,5811,4480,5104,2459
NIS_RS01750,3166,1687,4354,2421,1932,2495,1458
NIS_RS01755,989,266,954,358,291,1459,445
NIS_RS01760,895,230,742,278,202,1266,548
NIS_RS01765,1252,172,295,129,134,216,103
NIS_RS01770,1600,294,609,277,247,1457,588
NIS_RS01775,3128,1232,1424,1264,1019,5748,3741
NIS_RS01780,21540,6697,12242,9838,7819,36597,22546
NIS_RS01785,2102,527,1089,306,286,1559,1450
NIS_RS01790,3119,1022,3056,949,756,2156,1216
NIS_RS01795,1457,397,887,337,289,1429,841
NIS_RS01800,3228,1285,4905,1127,967,3262,2482
NIS_RS01805,825,291,772,508,364,402,159
NIS_RS01810,685,186,679,279,330,427,178
NIS_RS09925,3342,1030,2021,3134,3018,7780,2802
NIS_RS01820,2556,827,1556,1716,1771,3974,2071
NIS_RS01825,3080,653,1469,1424,1100,1511,582
NIS_RS01830,4404,941,1693,1781,1372,4437,1467
NIS_RS01835,4895,1349,4028,1728,1221,4808,2263
NIS_RS01840,3253,651,1831,558,452,4478,1565
NIS_RS01845,787,159,261,63,82,549,98
NIS_RS10180,1071,425,760,100,58,1001,423
NIS_RS01855,11470,3874,8690,1447,1170,9819,5546
NIS_RS01860,13164,5543,14811,3509,2853,8254,5142
NIS_RS01865,3822,1408,3852,2352,1877,4934,1702
NIS_RS01870,2271,762,1516,815,747,5444,2837
NIS_RS01875,1229,307,597,363,259,2223,945
NIS_RS01880,2205,553,1354,363,297,1277,765
NIS_RS01885,1436,398,730,155,114,689,413
NIS_RS01890,719,196,388,49,45,239,163
NIS_RS01895,1349,256,940,199,191,457,199
NIS_RS01900,3390,1140,3425,916,925,2226,971
NIS_RS01905,631,186,869,278,259,389,216
NIS_RS01910,1483,1040,2149,1214,888,251,482
NIS_RS01915,1438,809,2309,956,863,363,358
NIS_RS01920,1579,492,1481,680,697,920,449
NIS_RS01925,2863,774,2462,968,753,3115,1242
NIS_RS01930,1125,277,797,113,82,433,221
NIS_RS01935,602,164,406,62,29,150,105
NIS_RS01940,837,199,742,137,147,536,278
NIS_RS01945,3078,1089,3549,997,859,2482,1069
NIS_RS01950,5913,2267,6038,1900,1571,5314,3050
NIS_RS01955,7736,1902,6023,2314,2037,11623,4894
NIS_RS01960,10737,2449,5528,2968,2310,12575,5246
NIS_RS01965,3071,728,1578,633,534,3014,1107
NIS_RS01970,4940,968,1691,597,517,4357,2175
NIS_RS01975,2120,407,538,130,133,1262,467
NIS_RS01980,2107,649,1301,452,329,731,421
NIS_RS01985,6156,1800,5701,1393,1029,3558,1456
NIS_RS01990,14225,4814,11461,4664,3629,9952,4607
NIS_RS01995,11638,2626,5824,1397,1156,4295,2456
NIS_RS02000,2430,609,1682,727,572,1115,433
NIS_RS02005,1147,268,695,215,191,311,193
NIS_RS02010,2340,1230,2590,963,874,3351,2272
NIS_RS02015,6813,3805,8515,4109,3721,3631,2051
NIS_RS02020,3566,1330,5045,1787,1529,2484,1188
NIS_RS10135,2691580,5974372,6390815,5978073,4411010,1949052,3074720
NIS_RS02025,816,300,962,204,179,431,249
NIS_RS02030,4472,1709,4604,1645,1541,2102,1196
NIS_RS09930,1345,1317,3175,870,652,2291,1065
NIS_RS02040,3231,1013,2126,1182,1038,1202,687
NIS_RS02045,4191,1528,3850,2438,2032,2151,1955
NIS_RS02050,24788,10130,20330,11875,9569,52447,38830
NIS_RS02055,2636,624,1178,759,606,7127,3006
NIS_RS02060,4622,1640,2946,2119,1669,10689,4997
NIS_RS02065,3638,1070,1676,589,509,5388,2249
NIS_RS02070,24343,9279,23992,19060,15323,21569,15626
NIS_RS02075,8402,2305,6877,4349,3411,9958,6243
NIS_RS02080,1207,452,1253,399,354,724,204
NIS_RS02085,7847,3038,8577,1957,1548,5789,3558
NIS_RS02090,3318,1197,2902,582,532,2862,914
NIS_RS02095,4462,1554,3604,657,523,3483,1410
NIS_RS02100,4291,1730,3139,784,733,3420,1410
NIS_RS02105,6325,2412,3334,914,764,5199,2408
NIS_RS02110,71618,25143,56762,14087,11919,42271,32890
NIS_RS02115,7765,2998,8892,2635,1930,8316,5389
NIS_RS02120,56910,23209,47167,20560,18745,25834,13839
NIS_RS02125,10372,3740,10130,8277,7432,12288,8324
NIS_RS02130,4746,1236,4061,2379,2035,6685,3202
NIS_RS02135,1925,541,1666,822,769,2478,1165
NIS_RS02140,5119,1399,4986,1321,1006,9091,4236
NIS_RS02145,4835,1255,3243,950,640,8197,3750
NIS_RS02150,398,765,917,1728,1727,984,1170
NIS_RS02155,1344,210,541,1066,613,18,33
NIS_RS02160,448,86,205,372,227,6,17
NIS_RS02165,1854,4426,4752,9577,7343,3312,5634
NIS_RS02170,141,461,424,263,186,108,102
NIS_RS02175,1284,766,1939,939,736,1999,738
NIS_RS02180,800,358,960,574,391,1409,361
NIS_RS02185,330,155,354,205,133,487,109
NIS_RS02190,676,238,396,397,292,997,364
NIS_RS02195,718,306,448,462,305,669,266
NIS_RS02200,807,230,467,315,211,631,314
NIS_RS02205,6465,2298,6066,1665,1343,4843,1829
NIS_RS02210,15061,6289,12465,7156,5536,13837,4985
NIS_RS02215,5199,1727,6211,1152,889,4092,2141
NIS_RS02220,4051,1656,4587,1643,1157,1915,1676
NIS_RS02225,2014,360,2736,228,166,1012,630
NIS_RS02230,9532,2323,11504,2695,2149,7793,4762
NIS_RS02235,391,116,390,81,102,238,100
NIS_RS02240,3318,1742,4230,1924,1287,1549,751
NIS_RS02245,3652,965,3362,1278,1032,7148,4255
NIS_RS02250,1976,545,1185,502,285,5191,1853
NIS_RS02255,2599,576,1186,482,350,6524,2374
NIS_RS02260,4634,821,1384,696,541,5937,2237
NIS_RS02265,6355,2049,4778,1868,1568,7314,2738
NIS_RS02270,1579,479,1221,276,207,2687,1121
NIS_RS02275,1722,590,1446,365,288,2581,927
NIS_RS10185,3767,2045,4999,2698,2275,1913,1326
NIS_RS02280,19605,5829,19364,7304,5845,39200,23454
NIS_RS02285,2740,997,1739,817,594,6956,5376
NIS_RS02290,2220,840,1130,589,461,4491,3031
NIS_RS02295,1656,372,565,295,170,3159,1232
NIS_RS02300,1156,268,343,189,121,1341,600
NIS_RS09935,2035,719,838,293,233,2367,1213
NIS_RS02310,1300,676,894,162,156,1474,1099
NIS_RS02315,304,166,284,60,43,296,98
NIS_RS02320,692,154,492,79,81,581,538
NIS_RS02325,1047,355,1242,300,275,1377,751
NIS_RS02330,14654,3070,10582,5819,4143,5248,2009
NIS_RS02335,4811,1062,4386,1138,928,3151,1412
NIS_RS02340,1026,175,736,129,105,624,234
NIS_RS02345,1685,338,854,368,317,1078,383
NIS_RS02350,5255,928,2070,1346,1212,3113,1414
NIS_RS02355,6250,2232,6383,2304,1909,5770,3398
NIS_RS02360,5189,1299,3296,772,484,9630,7774
NIS_RS02365,651,233,466,205,182,919,302
NIS_RS02370,7975,2852,5509,3616,2733,4231,2388
NIS_RS02375,2947,1369,2589,1635,1236,5952,1511
NIS_RS02380,12624,18924,27952,4690,3846,33271,24714
NIS_RS02385,2333,5698,7624,1145,795,7617,5668
NIS_RS02390,2259,5038,6738,994,799,8469,5600
NIS_RS02395,1193,2563,3773,459,432,4443,2923
NIS_RS02400,5075,4517,8091,3523,3206,654,519
NIS_RS10230,1553,2689,3624,729,605,1480,361
NIS_RS02405,5721,13339,18277,2543,1916,9050,3991
NIS_RS02410,1656,3169,3874,771,600,3353,2292
NIS_RS02415,3568,6473,8276,1635,1431,14389,13736
NIS_RS02420,649,1234,1646,337,257,3728,3842
