gene_id,c1,c2,c3,cd1,cd2,cu1,cu2
NIS_RS07400,3461,1452,3671,2213,1935,3997,2386
NIS_RS07405,2759,1174,1878,1018,780,1787,1149
NIS_RS07410,822,264,411,95,83,170,66
NIS_RS07415,27550,11064,22766,8549,6642,12651,5553
NIS_RS07420,435,144,191,66,60,389,136
NIS_RS07425,2201,398,960,212,253,1785,541
NIS_RS07430,1814,360,1086,283,281,1474,384
NIS_RS07435,6018,1790,6478,2667,2133,4649,2455
NIS_RS07440,12950,899,2067,917,715,9391,1277
NIS_RS07445,22197,1547,3398,4725,3373,25558,3300
NIS_RS07450,2551,1706,4434,2779,1916,433,412
NIS_RS07455,2451,1051,3167,1994,1381,476,266
NIS_RS07460,23998,5779,16968,9315,6593,30668,16726
NIS_RS07465,20006,4424,13021,6472,5187,25497,14922
NIS_RS07470,1108,226,668,70,65,221,227
NIS_RS07475,3190,1245,3877,1650,1251,1040,710
NIS_RS10080,1850,613,1728,598,409,2250,900
NIS_RS07485,1190,242,535,91,54,881,515
NIS_RS07490,4306,894,2622,418,327,5208,2266
NIS_RS07495,5486,1531,5062,1372,1306,6309,2879
NIS_RS07500,5112,1773,4230,2117,1846,3441,2091
NIS_RS07505,2008,574,932,217,189,661,355
NIS_RS07510,3041,692,1678,290,248,3137,1161
NIS_RS07515,6165,1841,6363,2956,2361,9033,4139
NIS_RS07520,856,354,962,407,344,292,171
NIS_RS07525,671,240,446,132,132,108,106
NIS_RS07530,1748,814,1377,715,669,1099,695
NIS_RS07535,5641,1988,3601,1324,1063,10696,6476
NIS_RS07540,6558,1746,2974,600,460,8084,3298
NIS_RS07545,14213,4972,14242,3263,2268,28454,18388
NIS_RS07550,1616,843,1773,871,640,1860,762
NIS_RS07555,858,235,471,224,169,1650,954
NIS_RS07560,1371,356,1151,402,289,1292,690
NIS_RS07565,2531,980,2353,846,637,1649,655
NIS_RS07570,1209,359,1118,740,582,693,341
NIS_RS07575,1324,253,970,408,340,646,327
NIS_RS07580,3335,918,2883,991,827,3926,2546
NIS_RS07585,322,88,182,38,32,187,71
NIS_RS07590,1286,207,417,294,276,448,185
NIS_RS07595,2087,850,2429,1021,832,2063,1364
NIS_RS07600,1099,509,1082,508,388,1070,526
NIS_RS07605,817,261,814,91,92,505,208
NIS_RS07610,558,184,301,159,137,398,176
NIS_RS07615,870,262,495,212,196,518,219
NIS_RS07620,1501,440,1059,414,394,856,454
NIS_RS07625,1574,459,831,287,225,857,259
NIS_RS07630,1984,849,1103,283,236,2296,1019
NIS_RS07635,4001,1978,2561,674,555,5210,3470
NIS_RS07640,4983,2631,4168,1047,821,9493,4109
NIS_RS07645,3584,2340,3992,1712,1223,6779,3907
NIS_RS07650,1354,831,2043,920,734,1380,816
NIS_RS07655,1878,665,1767,509,428,859,656
NIS_RS07660,368,68,232,43,26,115,69
NIS_RS07665,265,107,227,70,60,491,150
NIS_RS07670,298,89,277,31,52,80,30
NIS_RS07675,357,149,189,73,44,255,215
NIS_RS07680,207,60,104,30,51,151,80
NIS_RS07685,449,187,362,434,306,75,46
NIS_RS07690,524,188,314,131,95,67,90
NIS_RS07695,582,247,395,139,113,300,124
NIS_RS07700,716,255,620,270,171,313,152
NIS_RS07705,1315,447,902,227,222,854,333
NIS_RS07710,624,169,606,209,160,526,244
NIS_RS07715,417,190,261,77,84,413,153
NIS_RS07720,857,308,398,183,192,809,227
NIS_RS07725,587,266,409,164,124,744,242
NIS_RS07730,1279,489,856,287,294,2216,670
NIS_RS07735,1116,411,638,287,305,1388,570
NIS_RS07740,2064,676,1425,626,553,3528,1179
NIS_RS07745,2872,1322,2997,1748,1368,3319,1548
NIS_RS07750,718,95,407,147,126,831,331
NIS_RS07755,392,118,321,150,123,369,135
NIS_RS07760,1717,362,861,380,288,2160,661
NIS_RS07765,429,119,328,295,248,504,238
NIS_RS07770,469,165,330,137,125,151,67
NIS_RS07775,9701,2546,8059,3665,2934,11755,6405
NIS_RS07780,1557,213,1188,208,144,3756,1101
NIS_RS07785,2605,1072,2244,564,451,1822,805
NIS_RS07790,605,200,296,153,87,586,220
NIS_RS07795,534,143,387,176,118,853,385
NIS_RS07800,384,158,401,198,106,416,124
NIS_RS07805,2049,665,1598,470,413,2285,1235
NIS_RS07810,1048,217,408,171,172,869,304
NIS_RS07815,1210,126,206,93,81,1226,418
NIS_RS07820,6487,1017,1659,736,519,7755,3541
NIS_RS07825,4471,856,1933,1340,1068,6332,3003
NIS_RS07830,8489,1929,6136,3690,2757,11701,4592
NIS_RS07835,3534,1336,3567,2589,2061,2050,1055
NIS_RS07840,452,122,324,191,167,88,98
NIS_RS07845,3866,1089,3500,1847,1559,3058,1802
NIS_RS07850,985,159,653,151,138,518,211
NIS_RS07855,1609,289,1051,303,305,940,666
NIS_RS07860,5966,2138,5946,4386,3684,8108,3976
NIS_RS07865,3467,1626,3918,1396,1190,1613,1036
NIS_RS07870,783,270,406,51,70,290,254
NIS_RS07875,895,252,500,243,208,740,283
NIS_RS07880,659,166,447,111,115,290,188
NIS_RS07885,2403,764,2183,475,398,1712,792
NIS_RS07890,3412,756,1556,236,227,2027,909
NIS_RS07895,1078,217,426,71,51,636,262
NIS_RS07900,573,273,463,154,125,600,186
NIS_RS07905,4089,1280,2795,1143,1094,3992,1198
NIS_RS07910,517,177,507,200,119,997,543
NIS_RS07915,3520,1363,4434,2656,2156,3897,1839
NIS_RS07920,1271,567,1605,1194,990,590,320
NIS_RS07925,7781,1925,5936,5580,4162,8958,5771
NIS_RS07930,2018,456,1179,1117,780,2211,727
NIS_RS07935,5090,1296,3235,3571,3328,4132,1463
NIS_RS07940,84114,24540,55090,54158,44794,67889,34045
NIS_RS07945,32210,11576,29245,24516,19554,35746,25367
NIS_RS07950,2087,697,859,378,324,4629,5086
NIS_RS07955,1440,429,649,347,226,2559,1433
NIS_RS07960,3478,1294,2964,963,754,6449,5469
NIS_RS07965,5776,2301,6547,3200,2462,4637,2271
NIS_RS07970,654,244,493,265,226,639,196
NIS_RS07975,1725,371,636,481,366,2865,1056
NIS_RS07980,10653,2692,8260,2745,2145,18504,7724
NIS_RS07985,2966,952,2790,1202,1355,3020,1204
NIS_RS07990,2248,775,1680,891,734,4154,1230
NIS_RS07995,3566,1178,2949,2052,1650,6105,2028
NIS_RS08000,1707,574,1487,974,942,2260,708
NIS_RS08005,18215,4182,12479,8436,8015,7001,5103
NIS_RS08010,1756,545,1235,676,626,3146,1278
NIS_RS08015,5111,1385,3862,1167,948,5441,1978
NIS_RS08020,6901,1964,5702,2119,1904,6538,5699
NIS_RS08025,10304,3013,7876,3159,2629,5313,4324
NIS_RS08030,13386,4776,12239,11169,9411,10020,6261
NIS_RS08035,1980,764,1876,548,577,2506,1172
NIS_RS08040,358,93,229,101,92,355,123
NIS_RS08045,1926,460,1390,369,355,2420,872
NIS_RS08050,10626,3958,12917,4955,4099,9090,4279
NIS_RS08055,1861,470,835,332,257,4331,1418
NIS_RS08060,2570,817,1900,868,560,5743,3659
NIS_RS08065,685,257,613,255,171,617,340
NIS_RS08070,2841,677,1459,754,578,2575,1097
NIS_RS08075,2628,970,1561,695,565,2439,1434
NIS_RS08080,565,208,434,101,126,355,99
NIS_RS08085,3599,1207,3479,1339,1039,3408,1603
NIS_RS10085,696,400,1078,689,487,1209,516
NIS_RS08095,3059,1053,3149,1052,1026,2176,928
NIS_RS08100,54322,16066,40512,9895,8058,39136,18752
NIS_RS08105,1834,739,1744,579,547,790,380
NIS_RS08110,2747,726,1627,687,557,2584,1226
NIS_RS08115,580,129,171,88,52,733,389
NIS_RS08120,1154,289,353,168,115,1813,612
NIS_RS08125,823,162,271,96,108,1666,551
NIS_RS08130,1144,204,296,205,170,2283,1117
NIS_RS08135,1732,300,491,334,256,2339,825
NIS_RS08140,1066,184,311,304,167,2168,974
NIS_RS08145,7138,1668,5453,2418,2162,12917,5885
NIS_RS08150,2003,489,1202,1199,1145,2002,706
NIS_RS08155,1387,445,1045,684,640,469,160
NIS_RS08160,1234,375,878,239,205,570,288
NIS_RS08165,5067,1903,4655,1673,1225,1468,546
NIS_RS08170,2818,1526,3530,1111,1054,1600,900
NIS_RS08175,2588,1165,3609,1376,1133,3069,1841
NIS_RS08180,2466,941,2334,929,645,7863,2983
NIS_RS08185,16305,4923,12851,4266,3608,21405,13197
NIS_RS08190,15011,5643,18796,8436,7053,28317,23504
NIS_RS08195,3002,650,1138,497,308,2903,2091
NIS_RS08200,1121,295,692,263,217,1500,384
NIS_RS08205,2982,812,1705,576,516,2731,944
NIS_RS08210,4340,2070,4230,1718,1330,3986,2286
NIS_RS08215,11451,2941,11650,3937,3026,9661,4657
NIS_RS08220,9295,2214,6225,1827,1499,14708,9251
NIS_RS08225,2707,666,1519,456,389,4587,2701
NIS_RS08230,1632,502,805,231,188,693,369
NIS_RS08235,11351,3742,12934,3655,3029,13599,4747
NIS_RS08240,10241,2962,4234,1869,1392,17895,6734
NIS_RS08245,3478,986,1731,705,497,8533,3987
NIS_RS08250,5924,1518,3828,1923,1368,7660,3069
NIS_RS08255,42332,12409,26035,21113,19397,22659,19836
NIS_RS08260,1018,256,359,58,29,495,150
NIS_RS08265,8286,2670,6249,842,773,6072,2757
NIS_RS08270,3691,1403,1896,633,594,6983,3379
NIS_RS08275,5043,1530,3068,1269,1139,4816,2432
NIS_RS08280,1708,757,1333,449,349,880,301
NIS_RS08285,2782,1279,2488,693,624,2328,842
NIS_RS08290,2407,964,2063,845,730,1280,452
NIS_RS08295,2401,1135,3589,1660,1487,2396,1138
NIS_RS08300,7903,3597,10209,5337,4516,5994,3837
NIS_RS10245,1418,363,1029,831,772,377,183
NIS_RS08310,3080,642,2244,1420,1280,1638,521
NIS_RS08315,207,92,183,77,86,183,89
NIS_RS08320,396,185,345,107,102,354,157
NIS_RS08325,280,137,372,115,144,272,208
NIS_RS08330,133,62,68,35,52,137,72
NIS_RS08335,205,149,177,139,103,254,173
NIS_RS08340,27,19,45,19,23,38,18
NIS_RS08345,83,58,95,59,43,99,34
NIS_RS08350,708,349,720,523,469,431,194
NIS_RS08355,317,119,163,70,44,93,60
NIS_RS08360,394,69,82,56,54,148,108
NIS_RS08365,828,181,172,37,37,158,82
NIS_RS08370,621,124,162,19,38,207,68
NIS_RS08375,6392,1724,3167,1635,1330,3008,1277
NIS_RS08380,1084,250,737,240,263,907,232
NIS_RS08385,673,195,450,122,116,427,106
NIS_RS08390,1528,338,1014,492,369,281,167
NIS_RS08395,3956,1188,2951,1522,1548,1561,840
NIS_RS08400,4071,1151,3217,1285,883,3281,1744
NIS_RS08405,5031,1444,2098,649,459,5175,3030
NIS_RS08410,2395,768,1284,318,285,3141,1052
NIS_RS08415,2548,668,1797,356,316,3654,949
NIS_RS08420,7378,1970,7770,2538,1794,7221,2679
NIS_RS08425,15527,5275,6761,1722,1470,25585,18103
NIS_RS08430,14553,7728,10601,5831,4515,31444,20374
NIS_RS08435,14852,9240,13019,22329,17600,23905,31721
NIS_RS08440,3493,953,2295,529,465,3906,1253
NIS_RS08445,6071,2936,7515,1828,1542,8828,3972
NIS_RS08450,2096,969,2856,1220,1025,896,641
NIS_RS08455,1709,33,40,123,45,462,255
NIS_RS08460,5013,34,31,165,111,1328,738
NIS_RS08465,10638,124,282,348,377,8881,2340
NIS_RS08470,9787,474,1423,844,724,10031,3403
NIS_RS08475,4223,181,506,290,188,3810,807
NIS_RS08480,2861,109,247,123,116,3382,783
NIS_RS08485,4124,238,283,116,171,1218,670
NIS_RS08490,1041,175,219,118,127,225,66
NIS_RS08495,834,464,566,89,120,843,290
NIS_RS08500,2270,1222,1896,450,439,2213,1294
NIS_RS08505,1937,742,1157,143,168,1139,347
NIS_RS08510,1596,625,937,110,80,2732,709
NIS_RS10250,1879,844,1228,210,186,3211,1195
NIS_RS08520,3334,1518,2229,350,229,8237,3580
NIS_RS08525,4376,1740,2586,477,346,8514,2897
NIS_RS08530,29324,12898,16526,5744,4575,50471,26499
NIS_RS08535,24240,10414,17324,5338,4065,60901,38171
NIS_RS08540,9928,4378,8729,3055,2403,13948,6340
NIS_RS08545,15715,7213,16552,6105,5046,13185,6574
NIS_RS08550,466,59,127,32,27,204,136
NIS_RS08555,2702,457,1571,430,356,2974,850
NIS_RS08560,3032,666,2634,1050,773,2793,1169
NIS_RS08565,15078,2791,11019,6269,4809,13437,6743
NIS_RS08570,13444,3238,10610,5756,4545,9079,5211
NIS_RS08575,3103,1294,4221,901,759,982,332
NIS_RS08580,117,101,89,28,28,477,124
NIS_RS08585,1797,1081,1607,779,552,7485,6371
NIS_RS08590,506,326,415,271,258,1345,589
NIS_RS08595,1304,633,822,323,308,3067,1321
NIS_RS08600,407,126,167,40,61,640,162
NIS_RS08605,2214,559,1003,246,214,2554,878
NIS_RS08610,13282,1859,6568,2796,2505,10059,4296
NIS_RS08615,1423,331,694,497,345,1292,671
NIS_RS08620,3288,556,1294,696,578,2786,1409
NIS_RS08625,28800,2385,4246,2519,1978,8698,7456
NIS_RS08630,1354,571,512,195,150,815,390
NIS_RS08635,3009,1150,1325,779,705,5272,2484
NIS_RS08640,1545,515,722,436,338,3786,2055
NIS_RS08645,4428,1525,2524,1315,1057,8695,4594
NIS_RS08650,3092,1335,2658,1149,856,7034,2696
NIS_RS08655,9992,5442,11076,7782,6447,21282,10266
NIS_RS08660,41204,49896,54135,174492,168111,29136,61331
NIS_RS08665,2522,488,1558,592,520,3532,1823
NIS_RS08670,1091,325,1148,365,332,973,549
NIS_RS08675,6834,3755,9006,1491,1291,7969,3764
NIS_RS08680,6761,1814,3824,1615,1165,6116,3936
NIS_RS08685,7754,2494,6851,2968,2121,8306,5413
NIS_RS08690,5107,1263,3405,1129,1108,3260,1561
NIS_RS08695,6250,1998,5635,1665,1327,1853,1184
NIS_RS08700,2111,1234,2775,744,664,725,519
NIS_RS08705,2198,664,2563,846,614,1675,818
NIS_RS08710,3550,675,1687,593,573,999,467
NIS_RS10095,2052,409,754,626,545,505,281
NIS_RS08720,2680,837,1406,1138,930,5288,2602
NIS_RS08725,3548,1461,3451,2128,1708,6214,2983
NIS_RS08730,6437,2860,7281,2833,2190,4553,2662
NIS_RS08735,13791,4602,10825,3321,2539,15201,12471
NIS_RS08740,7929,3006,5471,3998,3163,15370,8066
NIS_RS08745,4904,1779,4317,2290,1813,4857,2811
NIS_RS08750,6682,2994,7032,4410,3486,2370,1280
NIS_RS08755,2502,694,1314,1274,1144,434,268
NIS_RS08760,873,195,359,74,69,595,200
NIS_RS08765,353,108,206,35,34,205,43
NIS_RS08770,1118,319,813,284,203,1062,335
NIS_RS08775,2112,985,2149,1043,804,1496,626
NIS_RS08780,5773,1590,4677,1552,1431,6544,2213
NIS_RS08785,1008,169,332,55,30,763,255
NIS_RS08790,970,137,277,56,33,720,463
NIS_RS08795,745,101,156,70,33,303,213
NIS_RS08800,503,163,243,123,93,1493,494
NIS_RS08805,652,256,340,332,277,2401,1577
NIS_RS08810,4079,1939,2881,3801,2851,18673,17274
NIS_RS08815,4595,2649,4884,4336,3355,8465,8080
NIS_RS08820,657,291,790,287,250,680,437
NIS_RS10100,722,176,389,114,72,157,72
NIS_RS08830,1065,454,1632,482,454,559,189
NIS_RS08835,64324,64788,148753,42960,36994,33738,30979
NIS_RS08840,1074,281,270,125,106,759,377
NIS_RS08845,850,243,303,99,71,1067,409
NIS_RS08850,718,252,283,78,72,587,172
NIS_RS08855,1631,437,831,279,298,1811,655
NIS_RS08860,2442,1139,2084,1292,1142,1167,607
NIS_RS08865,1799,500,1418,574,506,1276,560
NIS_RS08870,6005,2232,6352,2039,1523,9093,5833
NIS_RS08875,931,181,643,141,166,2974,1393
NIS_RS08880,2842,1249,2752,1548,1337,2533,1315
NIS_RS08885,485,170,373,96,58,231,100
NIS_RS08890,341,146,236,41,34,143,91
NIS_RS08895,238,114,185,33,60,84,90
NIS_RS08900,54,30,31,45,28,15,14
NIS_RS08905,1291,370,525,1072,606,206,201
NIS_RS10300,114,21,41,62,19,8,8
NIS_RS08910,1961,525,1024,1090,960,456,324
NIS_RS08915,616,152,248,339,205,98,52
NIS_RS08920,4145,796,1633,1673,1029,553,381
NIS_RS08925,1083,377,486,408,378,102,125
NIS_RS08930,3489,1421,3161,2340,752,469,233
NIS_RS08935,3756,2853,8335,4890,3529,1544,921
NIS_RS08940,240,164,238,296,11,1,9
NIS_RS08945,349,116,203,115,109,106,70
NIS_RS08950,456,146,487,202,111,103,86
NIS_RS08955,487,193,386,208,183,124,80
NIS_RS08965,156,97,181,52,84,204,143
NIS_RS08970,290,198,308,168,99,193,206
NIS_RS08975,55,45,38,89,56,26,35
NIS_RS08980,45,38,36,48,39,12,20
NIS_RS08985,1906,841,2518,1551,1511,621,360
NIS_RS08990,738,161,575,381,318,315,120
NIS_RS08995,2292,819,2106,1198,1037,747,359
NIS_RS09000,572,406,613,489,482,217,98
NIS_RS09005,4435,1192,3041,2275,2030,3965,1112
NIS_RS09010,984,260,729,326,342,915,375
NIS_RS09015,1330,365,667,307,194,1560,1361
NIS_RS09020,2697,895,1668,561,505,3376,1940
NIS_RS09025,1926,592,859,228,231,1234,589
NIS_RS09030,356,113,108,53,50,88,48
NIS_RS09035,79,20,37,48,61,19,12
NIS_RS09040,642,203,425,352,313,201,66
NIS_RS09045,594,205,573,331,228,206,199
NIS_RS09050,1440,461,1091,775,546,755,243
NIS_RS09055,3188,3825,5436,4088,3454,5314,1540
NIS_RS09060,1602,3163,3533,5113,4629,3407,1410
NIS_RS09065,2512,696,1496,773,642,1552,866
NIS_RS09070,534,158,397,398,307,270,219
NIS_RS10330,82,27,58,43,20,37,18
NIS_RS09080,480,181,258,217,174,348,221
NIS_RS09085,359,133,218,128,104,391,262
NIS_RS09090,397,123,191,153,164,731,381
NIS_RS09095,241,75,135,124,135,206,118
NIS_RS09100,11581,1472,4173,3860,3514,45263,17344
NIS_RS09105,1761,737,2093,686,510,2004,812
NIS_RS09110,448,178,436,70,44,321,110
NIS_RS09115,492,180,393,154,118,506,189
NIS_RS09120,2733,2823,5212,14464,12422,41678,13973
NIS_RS09125,1172,693,1296,1067,866,5053,882
NIS_RS09130,437,194,410,128,106,1125,195
NIS_RS09135,127,28,93,37,27,117,58
NIS_RS09140,4373,1365,3119,1097,967,1728,714
NIS_RS09145,3297,751,2024,432,455,1751,537
NIS_RS09150,2855,459,702,179,143,1672,1032
NIS_RS09155,4763,842,1152,450,383,2918,1527
NIS_RS09160,9007,1866,3599,1737,1205,10553,3442
NIS_RS09165,10143,2730,7413,3714,3039,9714,4013
NIS_RS09170,7697,867,3228,2009,1482,5632,2308
NIS_RS09175,5078,774,1795,1066,969,3706,2424
NIS_RS09180,909,93,209,69,65,495,128
NIS_RS09185,502,104,135,39,85,286,227
NIS_RS09190,183,34,24,16,18,85,51
NIS_RS09195,117,34,38,31,12,34,37
NIS_RS09200,1026,329,973,326,200,380,184
NIS_RS09205,1225,389,728,157,124,557,302
NIS_RS09210,532,117,249,53,43,343,147
NIS_RS09215,34,10,14,2,3,1,3
NIS_RS10225,240,99,156,47,85,88,106
NIS_RS09225,1921,567,1075,584,460,393,196
NIS_RS09230,3806,1779,2951,3249,3071,1032,384
NIS_RS09235,2715,1008,1986,610,636,2584,1163
NIS_RS09240,6333,4646,6278,4374,3381,14623,6055
NIS_RS09245,4043,3021,4430,2912,2276,6607,3731
NIS_RS09250,5327,3433,6644,3417,3071,12030,7735
NIS_RS09255,6028,3655,8423,6136,5171,6898,2298
NIS_RS09260,265,144,182,159,112,442,104
NIS_RS10110,2186,959,1854,1203,1010,1616,584
NIS_RS09265,1749,782,1745,756,570,1239,403
NIS_RS09270,799,350,490,93,78,222,122
NIS_RS09275,426,161,347,120,66,160,125
NIS_RS09280,3302,1584,2686,1609,1516,997,774
NIS_RS09285,2886,1110,2284,680,489,1344,508
NIS_RS09290,1898,708,1520,677,511,549,258
NIS_RS09295,1964,792,1950,938,765,2033,1056
NIS_RS09300,1017,519,976,353,328,1013,444
NIS_RS09305,1047,448,697,167,169,866,312
NIS_RS09310,6234,3901,7731,3543,2991,6799,3913
NIS_RS09315,1770,1066,1615,559,360,2600,986
NIS_RS09320,900,470,758,192,192,1033,359
NIS_RS09325,1075,362,509,152,143,1218,748
NIS_RS09330,1554,464,836,248,195,2872,722
NIS_RS09335,1606,606,1031,388,322,2952,913
NIS_RS09340,606,232,580,213,173,1600,810
NIS_RS09345,1503,676,1603,822,672,1431,733
NIS_RS09350,7499,4028,9951,2884,2494,2704,1029
NIS_RS09355,2723,1345,2620,334,292,1036,584
NIS_RS09360,2662,970,1759,605,535,2623,732
NIS_RS09365,2847,2136,2986,2105,1505,5192,3063
NIS_RS09370,1773,1951,3077,2665,2634,2888,1410
NIS_RS09375,4395,1847,3747,2477,2563,1732,1237
NIS_RS09380,3119,933,2493,1513,1396,2147,1025
NIS_RS09385,1854,505,1322,485,446,1344,535
NIS_RS09390,650,234,528,123,91,561,244
NIS_RS09395,599,378,454,175,157,595,207
NIS_RS09400,1103,684,906,361,290,2061,689
NIS_RS09405,2032,1084,1417,818,685,3968,2186
NIS_RS09410,612836,260080,291269,98310,81213,75453,38382
NIS_RS10255,3860,3902,3147,1322,1091,7665,4587
NIS_RS09420,26565,36684,31405,18392,14973,71849,48320
NIS_RS09425,1214,376,869,497,300,2401,1056
NIS_RS09430,2701,980,2467,851,733,3570,2433
NIS_RS09440,1346,142,245,142,151,1009,795
NIS_RS09445,6121,501,704,921,745,4502,3394
NIS_RS09450,11155,917,1574,1096,890,4793,2808
NIS_RS09455,2585,282,581,218,140,1187,1258
NIS_RS09460,2812,845,1182,420,370,2427,1270
NIS_RS09465,3772,1095,1588,788,661,3401,1187
NIS_RS09470,2900,1142,1806,913,649,3576,2132
NIS_RS09475,3025,961,1711,1099,854,4747,2692
NIS_RS09480,3074,741,1102,615,508,5927,3708
NIS_RS09485,2139,527,762,710,505,5496,6214
NIS_RS09490,1399,326,485,415,251,2552,2152
NIS_RS09495,3974,754,1020,632,561,5337,4670
NIS_RS09500,6072,1335,1891,1905,1410,12872,14006
NIS_RS09505,9716,2114,2895,3748,3341,13331,26578
NIS_RS09510,33315,24956,32750,36268,27335,106053,63329
NIS_RS09515,2740,325,337,473,382,2509,1708
NIS_RS09520,1705,573,849,264,254,1563,1180
NIS_RS09525,504,163,164,122,70,124,64
NIS_RS09530,2373,724,901,389,343,2534,745
NIS_RS09535,4132,1279,2320,1722,1215,5011,1904
NIS_RS09540,41485,28915,35877,34037,27129,104061,92610
NIS_RS10305,3327,2458,2986,4172,3050,5862,5570
NIS_RS09545,9107,980,1266,2485,2002,25557,24885
NIS_RS09550,7524,906,857,1597,1201,16378,12252
NIS_RS09555,2960,261,204,591,507,2128,3120
NIS_RS09560,4193,1181,4874,2385,2228,851,424
NIS_RS09565,5037,589,2594,520,567,1391,953
NIS_RS10115,20986,4846,6351,5860,4253,31581,44058
NIS_RS09575,3220,316,452,301,237,2559,2302
NIS_RS09580,2079,218,296,167,154,972,964
NIS_RS09585,2308,250,390,335,190,1395,1339
NIS_RS09590,1083,111,127,145,118,439,303
NIS_RS09595,9412,1071,1356,1292,954,12061,14227
NIS_RS09600,6416,833,901,950,708,11690,15914
NIS_RS09605,6127,773,835,1135,891,12886,20186
NIS_RS09610,48867,5691,6439,8307,6782,57305,107335
NIS_RS09615,8040,333,426,751,663,6491,11054
NIS_RS09620,2871,197,353,118,140,1580,1781
NIS_RS09625,1150,52,130,31,25,199,119
NIS_RS09630,2719,207,391,122,111,1013,823
NIS_RS09635,9688,557,914,366,245,7456,3902
NIS_RS09640,5224,345,573,375,227,3152,1321
NIS_RS09645,9687,2992,9342,960,969,4353,1219
NIS_RS09650,7552,2945,8483,2106,1967,1813,695
NIS_RS09655,3681,1188,1718,601,425,2534,1334
NIS_RS09660,6164,2084,2906,721,443,6594,3611
NIS_RS09665,3691,1415,1791,527,475,5356,2750
NIS_RS10335,3902,1143,1586,375,337,5459,1889
NIS_RS09670,12080,2482,4304,1365,1031,14220,7378
NIS_RS09675,12564,3074,5671,2936,2224,8772,6618
NIS_RS09680,3223,1154,3708,1193,1013,3637,1250
NIS_RS09685,1395,444,1377,385,375,1776,527
NIS_RS09690,4652,1722,3159,1262,1085,6810,2659
NIS_RS09695,852,299,441,248,215,712,311
NIS_RS09700,267,85,107,64,46,97,60
NIS_RS09705,513,204,296,102,102,468,231
NIS_RS09710,1519,512,571,304,310,2679,1799
NIS_RS09715,1040,397,543,289,247,2258,1325
NIS_RS09720,803,238,399,200,134,1450,1258
NIS_RS09725,535,123,237,141,85,498,564
NIS_RS09730,556,135,317,118,104,450,324
NIS_RS09735,897,229,464,234,159,547,419
NIS_RS09740,1162,233,498,491,472,289,134
NIS_RS09745,1315,399,627,828,749,379,264
NIS_RS09750,1720,574,817,1703,1519,451,293
NIS_RS09755,30494,7718,15502,15754,13292,18560,9917
NIS_RS09760,80,23,120,73,65,69,27
NIS_RS09765,1238,2701,3289,6001,4494,1995,3697
NIS_RS09770,466,81,244,393,233,5,13
NIS_RS09775,762,105,349,611,368,5,21
NIS_RS09780,246,484,674,1072,1028,572,748
NIS_RS09785,7417,1470,4822,1407,1075,3049,1997
NIS_RS09790,1451,261,725,245,225,757,263
NIS_RS09795,3209,949,1936,1485,1256,1914,517
NIS_RS09800,1945,739,1403,939,849,1395,409
NIS_RS09805,6266,2434,6046,4074,2840,1580,996
NIS_RS09810,2077,630,1779,875,751,793,270
NIS_RS09815,4767,2374,5394,1910,1587,4240,2102
NIS_RS09820,3839,1159,2568,1152,955,4237,1998
NIS_RS09825,1984,442,1279,545,455,2546,1270
NIS_RS09830,845,178,316,145,132,338,100
NIS_RS09835,3108,789,1510,1107,850,1540,782
NIS_RS09840,1357,792,950,463,367,2198,930
NIS_RS09845,4222,2527,3506,1173,940,7663,2779
NIS_RS09850,5622,3139,5080,1599,1390,10959,4545
NIS_RS09855,10139,5347,10654,4332,3612,20746,12415
NIS_RS09860,732,297,757,262,172,602,328
NIS_RS09865,5931,2358,4962,1584,1297,4695,1635
NIS_RS09870,4500,2285,4511,2071,1600,1736,706
NIS_RS09875,7190,2358,7848,1602,1335,4125,2571
NIS_RS09880,1885,475,1717,224,239,459,157
NIS_RS09885,983,289,792,341,345,316,140